sentiment_code_lag1,nextday_pnl_sum,nextday_win_rate,nextday_volume_usd
0.0,3189461.032019,0.4516046650208564,103947765.09
1.0,71709.347634,0.34917102481361967,310275273.03
2.0,2292348.728568333,0.39329204241862414,251706897.66333333
3.0,158742.378078,0.3171824674415348,21843234.35
